genome,completeness,contamination,length,N50
AtH2023_SRR8960429_MAG2.fasta,92.2,7.47,1992620.0,8626.0
AtH2023_SRR8960429_MAG3.fasta,99.98,0.08,3084422.0,34615.0
AtH2023_SRR8960429_MAG4.fasta,74.97,0.57,1475245.0,6642.0
AtH2023_SRR8960429_MAG5.fasta,98.96,2.35,2306639.0,21261.0
AtH2023_SRR8960429_MAG6.fasta,66.27,0.07,765525.0,29453.0
AtH2023_SRR8960429_MAG7.fasta,91.04,0.67,1778504.0,16047.0
AtH2023_SRR8960429_MAG8.fasta,87.71,0.77,1687475.0,26250.0
AtH2023_SRR8960434_MAG1.fasta,95.21,0.45,1744117.0,16831.0
AtH2023_SRR8960434_MAG2.fasta,84.7,2.58,1378874.0,5172.0
AtH2023_SRR8960434_MAG3.fasta,99.95,0.91,3351502.0,46591.0
AtH2023_SRR8960434_MAG4.fasta,89.39,1.33,1928958.0,5624.0
AtH2023_SRR8960434_MAG5.fasta,98.81,0.48,2349772.0,10837.0
AtH2023_SRR8960434_MAG6.fasta,89.79,0.38,2140181.0,14545.0
AtH2023_SRR8960434_MAG7.fasta,82.84,1.22,2174050.0,10331.0
AtH2023_SRR8960434_MAG8.fasta,95.74,1.91,1299322.0,6583.0
AtH2023_SRR8960434_MAG9.fasta,88.35,3.81,1726143.0,12777.0
AtH2023_SRR8960440_MAG01.fasta,84.33,0.47,1625377.0,15606.0
AtH2023_SRR8960440_MAG02.fasta,57.72,0.02,1015526.0,15735.0
AtH2023_SRR8960440_MAG03.fasta,96.79,9.26,1921840.0,48732.0
AtH2023_SRR8960440_MAG04.fasta,97.1,1.24,2115481.0,20778.0
AtH2023_SRR8960440_MAG05.fasta,87.06,1.94,1402469.0,5984.0
AtH2023_SRR8960440_MAG06.fasta,87.48,0.87,1348817.0,8399.0
AtH2023_SRR8960440_MAG07.fasta,95.0,1.29,2527562.0,34070.0
AtH2023_SRR8960440_MAG08.fasta,56.61,0.48,485125.0,17216.0
AtH2023_SRR8960440_MAG09.fasta,92.2,1.07,1558751.0,17483.0
AtH2023_SRR8960440_MAG10.fasta,93.31,3.21,2191006.0,8371.0
AtH2023_SRR8960440_MAG11.fasta,78.69,4.11,2073684.0,10443.0
AtH2023_SRR8960440_MAG12.fasta,98.79,0.08,2136452.0,56969.0
AtH2023_SRR8960440_MAG13.fasta,97.15,0.0,1539901.0,54780.0
AtH2023_SRR8960440_MAG14.fasta,95.47,0.66,1999528.0,89138.0
AtH2023_SRR8960445_MAG01.fasta,93.3,0.0,1726940.0,17193.0
AtH2023_SRR8960445_MAG02.fasta,99.53,4.17,2501594.0,40857.0
AtH2023_SRR8960445_MAG03.fasta,96.61,3.24,1892942.0,60660.0
AtH2023_SRR8960445_MAG04.fasta,82.67,2.0,2226454.0,53629.0
AtH2023_SRR8960445_MAG05.fasta,90.22,3.03,1980943.0,8699.0
AtH2023_SRR8960445_MAG06.fasta,88.98,2.98,1861960.0,7280.0
AtH2023_SRR8960445_MAG07.fasta,92.56,1.83,1924321.0,14920.0
AtH2023_SRR8960445_MAG08.fasta,94.74,0.65,2224198.0,21579.0
AtH2023_SRR8960445_MAG09.fasta,90.08,1.08,1672891.0,48664.0
AtH2023_SRR8960445_MAG10.fasta,65.98,0.42,1206710.0,17598.0
AtH2023_SRR8960445_MAG11.fasta,92.43,1.84,2030235.0,26111.0
AtH2023_SRR8960445_MAG12.fasta,77.4,0.05,1298642.0,13930.0
AtH2023_SRR8960445_MAG13.fasta,92.69,0.52,2309807.0,9182.0
AtH2023_SRR8960445_MAG14.fasta,72.71,0.09,1178911.0,17003.0
AtH2023_SRR8960445_MAG15.fasta,94.84,4.51,2701067.0,48778.0
AtH2023_SRR8960445_MAG16.fasta,98.38,0.61,1574544.0,34173.0
AtH2023_SRR8960445_MAG17.fasta,97.61,1.05,2015781.0,21534.0
AtH2023_SRR8960445_MAG18.fasta,99.02,0.14,3299949.0,57161.0
AtH2023_SRR8960445_MAG19.fasta,86.91,0.08,2494287.0,28900.0
AtH2023_SRR8960451_MAG01.fasta,93.68,5.9,2159276.0,53067.0
AtH2023_SRR8960451_MAG02.fasta,80.1,0.65,1899167.0,19640.0
AtH2023_SRR8960451_MAG03.fasta,96.27,0.03,1951907.0,80396.0
AtH2023_SRR8960451_MAG04.fasta,92.41,3.09,1423571.0,11345.0
AtH2023_SRR8960451_MAG05.fasta,98.43,0.55,2194791.0,40092.0
AtH2023_SRR8960451_MAG06.fasta,84.24,0.53,1465971.0,5913.0
AtH2023_SRR8960451_MAG07.fasta,94.49,0.82,1549632.0,22475.0
AtH2023_SRR8960451_MAG08.fasta,84.72,1.07,2284976.0,9343.0
AtH2023_SRR8960451_MAG09.fasta,84.09,1.44,2026456.0,19379.0
AtH2023_SRR8960451_MAG10.fasta,97.91,0.3,938463.0,17967.0
AtH2023_SRR8960451_MAG11.fasta,98.92,2.25,1994794.0,7567.0
AtH2023_SRR8960451_MAG12.fasta,81.8,1.48,1947939.0,13072.0
AtH2023_SRR8960451_MAG13.fasta,92.18,0.08,1702769.0,32941.0
AtH2023_SRR8960451_MAG14.fasta,88.38,1.11,1537328.0,6954.0
AtH2023_SRR8960451_MAG15.fasta,82.21,1.38,1989262.0,8108.0
AtH2023_SRR8960451_MAG16.fasta,79.05,1.28,1578635.0,8133.0
AtH2023_SRR8960451_MAG17.fasta,92.57,1.88,1803080.0,25609.0
AtH2023_SRR8960451_MAG18.fasta,95.92,0.22,1578875.0,68968.0
AtH2023_SRR8960451_MAG19.fasta,78.95,2.52,1998377.0,6835.0
AtH2023_SRR8960451_MAG20.fasta,82.1,0.14,2256665.0,38814.0
AtH2023_SRR8960451_MAG21.fasta,89.06,1.31,2302375.0,33433.0
AtH2023_SRR8960451_MAG22.fasta,75.71,0.06,1734898.0,54320.0
AtH2023_SRR8960451_MAG23.fasta,94.31,1.02,2021069.0,8285.0
AtH2023_SRR8960451_MAG24.fasta,99.56,0.69,2214293.0,52199.0
AtH2023_SRR8960473_MAG01.fasta,99.54,0.48,2109699.0,36727.0
AtH2023_SRR8960473_MAG02.fasta,51.58,0.01,900869.0,23018.0
AtH2023_SRR8960473_MAG03.fasta,92.67,0.76,1739507.0,183178.0
AtH2023_SRR8960473_MAG04.fasta,95.32,2.4,2551369.0,6920.0
AtH2023_SRR8960473_MAG05.fasta,97.26,0.13,1816628.0,50669.0
AtH2023_SRR8960473_MAG06.fasta,82.46,0.49,1874739.0,20659.0
AtH2023_SRR8960473_MAG07.fasta,87.99,4.35,1957872.0,17240.0
AtH2023_SRR8960473_MAG08.fasta,85.75,2.82,1968974.0,11932.0
AtH2023_SRR8960473_MAG09.fasta,88.13,0.15,2088630.0,6804.0
AtH2023_SRR8960473_MAG10.fasta,86.44,1.55,1706745.0,17507.0
AtH2023_SRR8960473_MAG11.fasta,96.28,3.24,2688366.0,13698.0
AtH2023_SRR8960473_MAG12.fasta,96.74,0.84,1719445.0,23773.0
AtH2023_SRR8960473_MAG13.fasta,93.33,0.16,2459423.0,44385.0
AtH2023_SRR8960477_MAG01.fasta,98.53,2.07,2092152.0,135485.0
AtH2023_SRR8960477_MAG02.fasta,96.09,0.66,1530759.0,14907.0
AtH2023_SRR8960477_MAG03.fasta,91.53,8.2,2201563.0,32187.0
AtH2023_SRR8960477_MAG04.fasta,88.33,4.39,1755237.0,12079.0
AtH2023_SRR8960477_MAG05.fasta,91.85,1.75,1978879.0,44092.0
AtH2023_SRR8960477_MAG06.fasta,97.26,3.33,2279311.0,22528.0
AtH2023_SRR8960477_MAG07.fasta,99.17,1.1,1540241.0,23922.0
AtH2023_SRR8960477_MAG08.fasta,84.97,1.05,1551070.0,14014.0
AtH2023_SRR8960477_MAG09.fasta,91.59,3.08,3197094.0,10373.0
AtH2023_SRR8960477_MAG10.fasta,90.33,0.17,2164485.0,36529.0
AtH2023_SRR8960477_MAG11.fasta,74.56,1.04,1849453.0,7774.0
AtH2023_SRR8960477_MAG12.fasta,95.02,2.79,2087101.0,36214.0
AtH2023_SRR8960477_MAG13.fasta,76.66,0.78,1843938.0,5546.0
AtH2023_SRR8960477_MAG14.fasta,84.36,0.65,1655366.0,21403.0
AtH2023_SRR8960477_MAG15.fasta,91.4,1.92,2444278.0,27867.0
AtH2023_SRR8960477_MAG16.fasta,88.46,0.93,1611587.0,18137.0
AtH2023_SRR8960477_MAG17.fasta,97.26,1.94,1602494.0,39510.0
AtH2023_SRR8960486_MAG01.fasta,98.39,0.37,2352888.0,97564.0
AtH2023_SRR8960486_MAG02.fasta,99.87,0.3,1972073.0,188936.0
AtH2023_SRR8960486_MAG03.fasta,83.63,0.05,1696953.0,16224.0
AtH2023_SRR8960486_MAG04.fasta,93.81,1.26,1979762.0,26978.0
AtH2023_SRR8960486_MAG05.fasta,84.03,3.73,1647580.0,11813.0
AtH2023_SRR8960486_MAG06.fasta,91.69,0.06,2368456.0,11544.0
AtH2023_SRR8960486_MAG07.fasta,83.05,6.12,1757678.0,8564.0
AtH2023_SRR8960486_MAG08.fasta,83.79,0.01,1914152.0,10864.0
AtH2023_SRR8960486_MAG09.fasta,90.76,3.09,2189948.0,10425.0
AtH2023_SRR8960486_MAG10.fasta,77.19,0.95,1948908.0,6032.0
AtH2023_SRR8960486_MAG11.fasta,93.4,4.24,1433815.0,35272.0
AtH2023_SRR8960486_MAG12.fasta,87.33,1.52,1687224.0,18547.0
AtH2023_SRR8960486_MAG13.fasta,80.33,3.59,1424363.0,5574.0
AtH2023_SRR8960486_MAG14.fasta,76.16,0.25,1572087.0,5200.0
AtH2023_SRR8960490_MAG1.fasta,96.86,2.09,2148730.0,45460.0
AtH2023_SRR8960490_MAG2.fasta,99.89,0.05,2558090.0,79224.0
AtH2023_SRR8960490_MAG3.fasta,76.54,0.68,2233847.0,113378.0
AtH2023_SRR8960490_MAG4.fasta,81.12,0.69,1523278.0,5577.0
AtH2023_SRR8960490_MAG5.fasta,95.53,0.34,1874792.0,41758.0
AtH2023_SRR8960490_MAG6.fasta,83.83,0.22,1350158.0,75980.0
AtH2023_SRR8960490_MAG7.fasta,94.59,1.49,1781005.0,15567.0
AtH2023_SRR8960490_MAG8.fasta,96.62,0.12,2140121.0,97248.0
AtH2023_SRR8960498_MAG01.fasta,97.28,1.6,2363828.0,26127.0
AtH2023_SRR8960498_MAG02.fasta,100.0,0.03,2165705.0,67462.0
AtH2023_SRR8960498_MAG03.fasta,86.35,0.15,1750269.0,33319.0
AtH2023_SRR8960498_MAG04.fasta,89.93,1.06,2285616.0,5664.0
AtH2023_SRR8960498_MAG05.fasta,83.98,0.53,2292022.0,7122.0
AtH2023_SRR8960498_MAG06.fasta,86.44,0.64,1502965.0,22182.0
AtH2023_SRR8960498_MAG07.fasta,85.69,2.54,2797916.0,6215.0
AtH2023_SRR8960498_MAG08.fasta,96.84,1.69,2646979.0,12423.0
AtH2023_SRR8960498_MAG09.fasta,99.91,0.28,2893695.0,41924.0
AtH2023_SRR8960498_MAG10.fasta,90.13,1.24,1456696.0,5909.0
AtH2023_SRR8960498_MAG11.fasta,96.54,0.51,2014556.0,79457.0
AtH2023_SRR8960498_MAG12.fasta,93.13,0.02,1716824.0,16987.0
AtH2023_SRR8960498_MAG13.fasta,99.98,0.32,1737788.0,63051.0
AtH2023_SRR8960498_MAG14.fasta,81.81,0.34,2287386.0,60317.0
AtH2023_SRR8960500_MAG01.fasta,99.87,0.42,3053478.0,79938.0
AtH2023_SRR8960500_MAG02.fasta,91.05,0.3,2239037.0,62873.0
AtH2023_SRR8960500_MAG03.fasta,85.89,2.88,2692939.0,80922.0
AtH2023_SRR8960500_MAG04.fasta,88.19,3.66,1877000.0,9711.0
AtH2023_SRR8960500_MAG05.fasta,87.38,0.02,2636061.0,20309.0
AtH2023_SRR8960500_MAG06.fasta,93.01,0.16,1950156.0,8131.0
AtH2023_SRR8960500_MAG07.fasta,82.18,1.19,1681869.0,19279.0
AtH2023_SRR8960500_MAG08.fasta,99.53,0.24,1627091.0,42510.0
AtH2023_SRR8960500_MAG09.fasta,95.18,1.94,2529829.0,49917.0
AtH2023_SRR8960500_MAG10.fasta,97.35,2.28,806279.0,12299.0
AtH2023_SRR8960500_MAG11.fasta,92.66,1.01,1956263.0,31112.0
AtH2023_SRR8960500_MAG12.fasta,95.73,0.35,1730459.0,44520.0
AtH2023_SRR8960500_MAG13.fasta,97.54,0.9,1802472.0,55083.0
AtH2023_SRR8960500_MAG14.fasta,94.18,4.01,2417950.0,60532.0
AtH2023_SRR8960500_MAG15.fasta,95.94,0.74,2039956.0,62723.0
AtH2023_SRR8960500_MAG16.fasta,95.92,0.57,2357133.0,54265.0
AtH2023_SRR8960500_MAG17.fasta,91.07,0.93,672940.0,6639.0
AtH2023_SRR8960500_MAG18.fasta,95.34,2.2,2652740.0,249406.0
AtH2023_SRR8960502_MAG01.fasta,100.0,0.21,2073342.0,65865.0
AtH2023_SRR8960502_MAG02.fasta,91.46,0.75,1681732.0,29341.0
AtH2023_SRR8960502_MAG03.fasta,96.93,0.0,1910209.0,60581.0
AtH2023_SRR8960502_MAG04.fasta,98.56,1.67,2123096.0,81854.0
AtH2023_SRR8960502_MAG05.fasta,94.07,1.03,1946144.0,36207.0
AtH2023_SRR8960502_MAG06.fasta,91.25,6.93,3029677.0,11424.0
AtH2023_SRR8960502_MAG07.fasta,92.2,0.0,2852117.0,31235.0
AtH2023_SRR8960502_MAG08.fasta,94.93,2.84,2589054.0,38989.0
AtH2023_SRR8960502_MAG09.fasta,99.91,0.09,1752002.0,61629.0
AtH2023_SRR8960502_MAG10.fasta,99.19,2.19,2753331.0,54082.0
AtH2023_SRR8960502_MAG11.fasta,86.08,0.56,2625939.0,96325.0
AtH2023_SRR8960502_MAG12.fasta,98.15,0.06,2324471.0,92084.0
AtH2023_SRR8960502_MAG13.fasta,99.73,0.04,2582194.0,56008.0
AtH2023_SRR8960502_MAG14.fasta,96.72,1.75,3260014.0,98746.0
AtH2023_SRR8960512_MAG1.fasta,86.31,5.49,1803035.0,8588.0
AtH2023_SRR8960512_MAG2.fasta,99.76,1.21,1961062.0,28059.0
AtH2023_SRR8960512_MAG3.fasta,86.06,4.92,1920362.0,5598.0
AtH2023_SRR8960512_MAG4.fasta,93.15,0.63,1962109.0,8968.0
AtH2023_SRR8960528_MAG01.fasta,91.28,3.72,1583134.0,8289.0
AtH2023_SRR8960528_MAG02.fasta,99.55,0.24,2957780.0,34774.0
AtH2023_SRR8960528_MAG03.fasta,85.53,1.09,2054839.0,6559.0
AtH2023_SRR8960528_MAG04.fasta,96.85,1.66,2008294.0,22218.0
AtH2023_SRR8960528_MAG05.fasta,86.62,1.78,2106966.0,8278.0
AtH2023_SRR8960528_MAG06.fasta,84.79,0.98,1721843.0,25516.0
AtH2023_SRR8960528_MAG07.fasta,98.53,0.03,2429488.0,73475.0
AtH2023_SRR8960528_MAG08.fasta,91.24,0.67,1787318.0,25368.0
AtH2023_SRR8960528_MAG09.fasta,99.14,3.41,2286530.0,20576.0
AtH2023_SRR8960528_MAG10.fasta,91.71,2.44,1840167.0,8359.0
AtH2023_SRR8960528_MAG11.fasta,92.86,7.42,2320012.0,40642.0
AtH2023_SRR8960528_MAG12.fasta,89.5,0.44,1667041.0,24721.0
AtH2023_SRR8960528_MAG13.fasta,95.2,1.97,1931082.0,17377.0
AtH2023_SRR8960528_MAG14.fasta,87.1,0.01,2370615.0,50079.0
AtH2023_SRR8960562_MAG01.fasta,84.22,5.11,1529260.0,8654.0
AtH2023_SRR8960562_MAG02.fasta,93.36,0.0,1714425.0,18174.0
AtH2023_SRR8960562_MAG03.fasta,98.78,0.93,2339616.0,71108.0
AtH2023_SRR8960562_MAG04.fasta,84.77,2.0,2344734.0,6586.0
AtH2023_SRR8960562_MAG05.fasta,97.29,1.08,1899310.0,31345.0
AtH2023_SRR8960562_MAG06.fasta,96.74,6.64,772061.0,9200.0
AtH2023_SRR8960562_MAG07.fasta,97.56,0.52,2311085.0,120470.0
AtH2023_SRR8960562_MAG08.fasta,90.47,3.48,2278042.0,9715.0
AtH2023_SRR8960562_MAG09.fasta,71.33,0.38,1674890.0,79555.0
AtH2023_SRR8960562_MAG10.fasta,81.43,0.5,2526695.0,21253.0
AtH2023_SRR8960562_MAG11.fasta,68.18,2.57,1608711.0,6009.0
AtH2023_SRR8960562_MAG12.fasta,95.47,4.13,1492200.0,54222.0
AtH2023_SRR8960562_MAG13.fasta,97.44,0.26,2014644.0,24392.0
AtH2023_SRR8960562_MAG14.fasta,96.13,3.62,2496954.0,9058.0
AtH2023_SRR8960562_MAG15.fasta,93.43,2.96,1712915.0,6801.0
AtH2023_SRR8960562_MAG16.fasta,89.99,0.61,1707694.0,22354.0
AtH2023_SRR8960562_MAG17.fasta,94.85,0.49,1790148.0,10586.0
AtH2023_SRR8960562_MAG18.fasta,77.2,2.4,1412807.0,6156.0
AtH2023_SRR8960562_MAG19.fasta,88.89,1.01,1512290.0,6183.0
AtH2023_SRR8960562_MAG20.fasta,66.24,0.12,2112663.0,23043.0
AtH2023_SRR8960562_MAG21.fasta,99.25,0.0,1923988.0,56158.0
AtH2023_SRR8960562_MAG22.fasta,95.52,0.21,2082459.0,17206.0
AtH2023_SRR8960562_MAG23.fasta,93.41,4.12,1776448.0,19723.0
AtH2023_SRR8960562_MAG24.fasta,96.94,1.6,2083701.0,25792.0
AtH2023_SRR8960562_MAG25.fasta,67.37,0.13,1579681.0,18119.0
AtH2023_SRR8960562_MAG26.fasta,90.72,0.04,2839136.0,44789.0
AtH2023_SRR8960562_MAG27.fasta,82.79,0.09,2084516.0,61765.0
AtH2023_SRR8960562_MAG28.fasta,89.47,0.01,2457522.0,45596.0
AtH2023_SRR8960562_MAG29.fasta,99.72,0.74,1834171.0,25442.0
AtH2023_SRR8960565_MAG01.fasta,89.62,4.84,2191798.0,17781.0
AtH2023_SRR8960565_MAG02.fasta,93.48,8.54,2279939.0,13055.0
AtH2023_SRR8960565_MAG03.fasta,97.89,2.76,2090751.0,27346.0
AtH2023_SRR8960565_MAG04.fasta,95.2,3.91,2003005.0,27184.0
AtH2023_SRR8960565_MAG05.fasta,92.06,0.64,2015835.0,100245.0
AtH2023_SRR8960565_MAG06.fasta,82.23,2.39,2330996.0,8121.0
AtH2023_SRR8960565_MAG07.fasta,93.23,0.79,1528127.0,17744.0
AtH2023_SRR8960565_MAG08.fasta,81.56,0.57,1568662.0,12043.0
AtH2023_SRR8960565_MAG09.fasta,77.96,0.99,2252578.0,9040.0
AtH2023_SRR8960565_MAG10.fasta,90.48,2.45,1555644.0,11231.0
AtH2023_SRR8960565_MAG11.fasta,87.88,1.42,1693706.0,6079.0
AtH2023_SRR8960565_MAG12.fasta,94.64,0.36,1692252.0,32344.0
AtH2023_SRR8960565_MAG13.fasta,95.02,1.59,1672070.0,30078.0
AtH2023_SRR8960575_MAG01.fasta,84.55,0.1,2005249.0,9863.0
AtH2023_SRR8960575_MAG02.fasta,89.66,0.36,1846881.0,22174.0
AtH2023_SRR8960575_MAG03.fasta,83.34,0.57,2466055.0,20978.0
AtH2023_SRR8960575_MAG04.fasta,85.31,4.73,1764468.0,10787.0
AtH2023_SRR8960575_MAG05.fasta,88.7,0.35,2091607.0,5692.0
AtH2023_SRR8960575_MAG06.fasta,93.76,1.44,1768490.0,14627.0
AtH2023_SRR8960575_MAG07.fasta,89.54,0.52,1497766.0,29988.0
AtH2023_SRR8960575_MAG08.fasta,90.48,2.76,2287601.0,19299.0
AtH2023_SRR8960575_MAG09.fasta,79.12,2.53,1592182.0,10972.0
AtH2023_SRR8960575_MAG10.fasta,92.78,0.13,1651873.0,28799.0
AtH2023_SRR8960580_MAG01.fasta,96.42,3.54,2347785.0,19892.0
AtH2023_SRR8960580_MAG02.fasta,78.88,0.97,2116411.0,19081.0
AtH2023_SRR8960580_MAG03.fasta,87.31,2.7,1802844.0,35434.0
AtH2023_SRR8960580_MAG04.fasta,81.62,1.78,2745964.0,20909.0
AtH2023_SRR8960580_MAG05.fasta,88.71,1.13,2213859.0,24875.0
AtH2023_SRR8960580_MAG06.fasta,88.54,2.21,1780511.0,102297.0
AtH2023_SRR8960580_MAG07.fasta,83.89,2.78,1423246.0,6005.0
AtH2023_SRR8960580_MAG08.fasta,85.96,0.19,1673006.0,27457.0
AtH2023_SRR8960580_MAG09.fasta,91.88,0.66,2226252.0,29334.0
AtH2023_SRR8960580_MAG10.fasta,84.71,3.74,1625560.0,10913.0
AtH2023_SRR8960580_MAG11.fasta,98.19,0.06,1862580.0,17786.0
AtH2023_SRR8960580_MAG12.fasta,84.18,3.31,2281981.0,8029.0
AtH2023_SRR8960580_MAG13.fasta,77.66,0.16,2315496.0,28173.0
AtH2023_SRR8960580_MAG14.fasta,91.33,2.94,2790051.0,35122.0
AtH2023_SRR8960580_MAG15.fasta,92.06,2.04,1836542.0,27448.0
AtH2023_SRR8960580_MAG16.fasta,91.45,0.76,1720819.0,23383.0
AtH2023_SRR8960580_MAG17.fasta,87.39,1.93,2296296.0,19354.0
AtH2023_SRR8960580_MAG18.fasta,86.7,0.0,1798469.0,107517.0
AtH2023_SRR8960580_MAG19.fasta,89.45,0.04,2494830.0,46790.0
AtH2023_SRR8960580_MAG20.fasta,83.95,3.22,1580303.0,11886.0
AtH2023_SRR8960580_MAG21.fasta,89.99,1.77,1765251.0,38695.0
AtH2023_SRR8960580_MAG22.fasta,71.73,0.27,1457680.0,28451.0
AtH2023_SRR8960580_MAG23.fasta,59.03,0.0,1097076.0,241855.0
AtH2023_SRR8960580_MAG24.fasta,67.96,0.16,1226983.0,129911.0
AtH2023_SRR8960587_MAG01.fasta,95.58,4.1,2313158.0,18311.0
AtH2023_SRR8960587_MAG02.fasta,93.58,1.3,2309240.0,115812.0
AtH2023_SRR8960587_MAG03.fasta,92.75,0.01,2484148.0,20436.0
AtH2023_SRR8960587_MAG04.fasta,94.79,6.45,2611350.0,23898.0
AtH2023_SRR8960587_MAG05.fasta,86.72,5.5,1821037.0,23316.0
AtH2023_SRR8960587_MAG06.fasta,98.75,0.59,2342352.0,91816.0
AtH2023_SRR8960587_MAG07.fasta,89.03,2.79,1824526.0,15544.0
AtH2023_SRR8960587_MAG08.fasta,95.15,0.21,1649290.0,20764.0
AtH2023_SRR8960587_MAG09.fasta,92.47,0.73,2334123.0,11965.0
AtH2023_SRR8960587_MAG10.fasta,96.48,1.33,2852867.0,59336.0
AtH2023_SRR8960587_MAG11.fasta,79.91,1.02,1721450.0,38016.0
AtH2023_SRR8960587_MAG12.fasta,94.05,1.1,2063692.0,18967.0
AtH2023_SRR8960587_MAG13.fasta,83.86,0.21,1646300.0,76583.0
AtH2023_SRR8960595_MAG01.fasta,99.76,2.11,1840802.0,16295.0
AtH2023_SRR8960595_MAG02.fasta,71.58,1.29,1401739.0,8620.0
AtH2023_SRR8960595_MAG03.fasta,89.2,0.4,1806052.0,22890.0
AtH2023_SRR8960595_MAG04.fasta,99.92,2.49,2092346.0,121115.0
AtH2023_SRR8960595_MAG05.fasta,59.65,0.05,976603.0,12553.0
AtH2023_SRR8960595_MAG06.fasta,99.94,0.23,1911862.0,78076.0
AtH2023_SRR8960595_MAG07.fasta,83.87,0.86,2184989.0,36057.0
AtH2023_SRR8960595_MAG08.fasta,78.62,0.66,1439323.0,5006.0
AtH2023_SRR8960595_MAG09.fasta,85.33,1.27,1918160.0,5820.0
AtH2023_SRR8960595_MAG10.fasta,95.6,2.09,2177440.0,9105.0
AtH2023_SRR8960595_MAG11.fasta,87.1,2.76,2392035.0,16878.0
AtH2023_SRR8960595_MAG12.fasta,91.26,0.91,1663716.0,23530.0
AtH2023_SRR8960595_MAG13.fasta,84.46,0.52,2542436.0,23266.0
AtH2023_SRR8960596_MAG01.fasta,95.67,1.16,2191145.0,53645.0
AtH2023_SRR8960596_MAG02.fasta,96.19,5.26,2458731.0,18547.0
AtH2023_SRR8960596_MAG03.fasta,85.15,2.59,1974842.0,11272.0
AtH2023_SRR8960596_MAG04.fasta,95.56,0.21,2431434.0,67607.0
AtH2023_SRR8960596_MAG05.fasta,96.18,1.78,1907850.0,33504.0
AtH2023_SRR8960596_MAG06.fasta,84.38,0.71,2090601.0,11822.0
AtH2023_SRR8960596_MAG07.fasta,97.28,0.5,2116398.0,32902.0
AtH2023_SRR8960596_MAG08.fasta,80.9,0.58,2077038.0,5066.0
AtH2023_SRR8960596_MAG09.fasta,86.51,2.73,1621450.0,5836.0
AtH2023_SRR8960596_MAG10.fasta,92.85,0.29,2339113.0,7907.0
AtH2023_SRR8960596_MAG11.fasta,86.16,0.83,1621396.0,24260.0
AtH2023_SRR8960596_MAG12.fasta,80.08,1.19,1468458.0,6554.0
AtH2023_SRR8960596_MAG13.fasta,74.46,0.81,1551847.0,5173.0
AtH2023_SRR8960596_MAG14.fasta,95.61,6.58,2227323.0,9573.0
AtH2023_SRR8960596_MAG15.fasta,94.85,1.18,2600233.0,24573.0
AtH2023_SRR8960596_MAG16.fasta,92.51,1.18,2410192.0,22611.0
AtH2023_SRR8960596_MAG17.fasta,99.12,1.01,3304241.0,25157.0
AtH2023_SRR8960596_MAG18.fasta,64.72,0.15,1197625.0,122108.0
AtH2023_SRR8960598_MAG01.fasta,100.0,0.32,1417661.0,36681.0
AtH2023_SRR8960598_MAG02.fasta,90.26,1.15,1619172.0,25697.0
AtH2023_SRR8960598_MAG03.fasta,81.96,0.26,2228728.0,17523.0
AtH2023_SRR8960598_MAG04.fasta,95.78,1.23,2007468.0,29900.0
AtH2023_SRR8960598_MAG05.fasta,77.32,3.88,1646138.0,20121.0
AtH2023_SRR8960598_MAG06.fasta,87.44,1.26,2971001.0,26691.0
AtH2023_SRR8960598_MAG07.fasta,89.29,0.9,1708181.0,25783.0
AtH2023_SRR8960598_MAG08.fasta,87.14,2.65,1453809.0,24252.0
AtH2023_SRR8960598_MAG09.fasta,86.34,2.03,1808095.0,13596.0
AtH2023_SRR8960598_MAG10.fasta,75.65,3.66,2336555.0,5342.0
AtH2023_SRR8960598_MAG11.fasta,99.86,1.04,2418310.0,46332.0
AtH2023_SRR8960598_MAG12.fasta,97.16,0.14,1740494.0,28898.0
AtH2023_SRR8960598_MAG13.fasta,99.28,0.01,2180455.0,47359.0
AtH2023_SRR8960598_MAG14.fasta,85.33,1.76,2129421.0,17512.0
AtH2023_SRR8960598_MAG15.fasta,83.84,2.84,1692649.0,5981.0
AtH2023_SRR8960598_MAG16.fasta,76.64,0.97,1336170.0,8133.0
AtH2023_SRR8960598_MAG17.fasta,81.85,0.3,1449872.0,9446.0
AtH2023_SRR8960598_MAG18.fasta,94.85,0.83,1930612.0,12331.0
AtH2023_SRR8960598_MAG19.fasta,97.31,0.03,2489504.0,55604.0
AtH2023_SRR8960598_MAG20.fasta,96.66,0.07,2848535.0,38845.0
AtH2023_SRR8960598_MAG21.fasta,90.34,0.16,1854056.0,20730.0
AtH2023_SRR8960598_MAG22.fasta,96.68,0.13,1601771.0,43054.0
AtH2023_SRR8960598_MAG23.fasta,87.02,0.01,1925753.0,44124.0
AtH2023_SRR8960598_MAG24.fasta,80.78,0.0,2189529.0,26185.0
AtH2023_SRR8960598_MAG25.fasta,90.3,3.86,1301984.0,21867.0
AtH2023_SRR8960598_MAG26.fasta,91.21,1.4,1729208.0,22289.0
AtH2023_SRR8960598_MAG27.fasta,81.22,0.11,894518.0,35492.0
AtH2023_SRR8960598_MAG28.fasta,61.62,0.14,1005565.0,157234.0
AtH2023_SRR8960611_MAG01.fasta,99.78,2.18,3067826.0,113790.0
AtH2023_SRR8960611_MAG02.fasta,99.39,0.44,1970067.0,146786.0
AtH2023_SRR8960611_MAG03.fasta,85.1,0.23,1657837.0,15334.0
AtH2023_SRR8960611_MAG04.fasta,95.07,2.84,1741489.0,19656.0
