Bin Id	Completeness	Completeness_General	Contamination	Completeness_Specific	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	Quality_score	Sample	Ambigious_bases	Length_contigs	Length_scaffolds	N50	N_contigs	N_scaffolds	logN50
AtH2023_SRR8960181_MAG20	85.86	66.97	0.28	85.86	Neural Network (Specific Model)	11	0.898	19890	266.1290824261275	1711494	0.31	1929	None	84.46	SRR8960181	0	1711494	1711494	19890	132	132	9.897972371848018
AtH2023_SRR8960188_MAG1	99.43	99.06	2.3	99.43	Neural Network (Specific Model)	11	0.891	17656	280.3692860811505	1834862	0.38	1947	None	87.93	SRR8960188	0	1834862	1834862	17656	225	225	9.778830947936571
AtH2023_SRR8960188_MAG2	97.34	97.34	0.1	94.57	Gradient Boost (General Model)	11	0.881	21487	297.2296380090498	1787339	0.48	1768	None	96.84	SRR8960188	0	1787339	1787339	21487	119	119	9.975203380077728
AtH2023_SRR8960188_MAG3	92.9	94.91	1.11	92.9	Neural Network (Specific Model)	11	0.8	14855	296.9274151436031	2127157	0.51	1915	None	87.35000000000001	SRR8960188	0	2127157	2127157	14855	209	209	9.606091787896707
AtH2023_SRR8960188_MAG4	85.96	93.16	0.01	85.96	Neural Network (Specific Model)	11	0.89	23981	306.4749889331563	2330286	0.44	2259	None	85.91	SRR8960188	0	2330286	2330286	23981	152	152	10.085017129129874
AtH2023_SRR8960188_MAG5	85.23	87.27	0.39	85.23	Neural Network (Specific Model)	11	0.919	27696	324.46549118387907	2099924	0.44	1985	None	83.28	SRR8960188	0	2099924	2099924	27696	111	111	10.22904327741599
AtH2023_SRR8960188_MAG6	93.72	93.72	0.67	89.71	Gradient Boost (General Model)	11	0.916	19194	289.18874560375144	1611150	0.35	1706	None	90.37	SRR8960188	0	1611150	1611150	19194	131	131	9.862353009177571
AtH2023_SRR8960188_MAG7	87.52	87.52	1.24	76.39	Gradient Boost (General Model)	11	0.921	14260	304.2252712188896	1549871	0.43	1567	None	81.32	SRR8960188	0	1549871	1549871	14260	153	153	9.565213693968287
AtH2023_SRR8960188_MAG8	97.8	97.53	0.07	97.8	Neural Network (Specific Model)	11	0.877	32472	352.63293239319785	2904728	0.48	2411	None	97.45	SRR8960188	0	2904728	2904728	32472	120	120	10.388133458518734
AtH2023_SRR8960192_MAG01	97.55	97.55	1.4	89.58	Gradient Boost (General Model)	11	0.867	16611	304.5624349635796	2021042	0.61	1922	None	90.55	SRR8960192	0	2021042	2021042	16611	235	235	9.717820405491077
AtH2023_SRR8960192_MAG02	98.44	98.44	0.02	99.44	Gradient Boost (General Model)	11	0.887	46447	297.0037413148049	1877067	0.54	1871	None	98.34	SRR8960192	0	1877067	1877067	46447	87	87	10.746067156580358
AtH2023_SRR8960192_MAG03	95.96	95.96	6.05	87.05	Gradient Boost (General Model)	11	0.888	18992	282.5452740270056	2398344	0.52	2518	None	65.71	SRR8960192	0	2398344	2398344	18992	348	348	9.851773116849447
AtH2023_SRR8960192_MAG04	89.25	96.22	0.83	89.25	Neural Network (Specific Model)	11	0.907	57518	340.813446126447	2527816	0.52	2246	None	85.1	SRR8960192	0	2527816	2527816	57518	131	131	10.959853221275816
AtH2023_SRR8960192_MAG05	99.99	99.99	0.5	89.84	Gradient Boost (General Model)	11	0.885	28555	295.1871559633028	1634296	0.43	1635	None	97.49	SRR8960192	0	1634296	1634296	28555	100	100	10.259587331098963
AtH2023_SRR8960192_MAG06	99.68	100.0	4.45	99.68	Neural Network (Specific Model)	11	0.868	41410	308.07109004739334	2019019	0.52	1899	None	77.43	SRR8960192	0	2019019	2019019	41410	109	109	10.631277676539613
AtH2023_SRR8960192_MAG07	85.86	90.82	2.96	85.86	Neural Network (Specific Model)	11	0.896	10369	344.4286991506482	2575120	0.52	2237	None	71.06	SRR8960192	0	2575120	2575120	10369	363	363	9.246575864558276
AtH2023_SRR8960192_MAG08	97.24	97.24	0.8	88.41	Gradient Boost (General Model)	11	0.924	19844	311.0851948051948	1940679	0.38	1925	None	93.24	SRR8960192	0	1940679	1940679	19844	193	193	9.89565697342094
AtH2023_SRR8960192_MAG09	84.94	93.36	0.35	84.94	Neural Network (Specific Model)	11	0.868	7254	314.8719657306045	2283435	0.48	2101	None	83.19	SRR8960192	0	2283435	2283435	7254	411	411	8.889308319842847
AtH2023_SRR8960192_MAG10	98.17	98.17	0.02	99.53	Gradient Boost (General Model)	11	0.888	23888	334.16762635956496	1762963	0.33	1563	None	98.07	SRR8960192	0	1762963	1762963	23888	127	127	10.081131519778973
AtH2023_SRR8960192_MAG11	93.34	88.94	0.6	93.34	Neural Network (Specific Model)	11	0.846	9039	318.53395061728395	2192943	0.57	1944	None	90.34	SRR8960192	0	2192943	2192943	9039	321	321	9.109303827798412
AtH2023_SRR8960192_MAG12	91.96	91.96	4.27	90.33	Gradient Boost (General Model)	11	0.883	9599	263.3729230769231	1450477	0.3	1625	None	70.61	SRR8960192	0	1450477	1450477	9599	221	221	9.169414205363536
AtH2023_SRR8960192_MAG13	81.4	81.4	1.57	72.55	Gradient Boost (General Model)	11	0.936	5325	302.99902056807053	988463	0.39	1021	None	73.55000000000001	SRR8960192	0	988463	988463	5325	232	232	8.580167990577626
AtH2023_SRR8960192_MAG14	84.75	93.31	0.02	84.75	Neural Network (Specific Model)	11	0.896	16055	323.7251308900524	1653571	0.51	1528	None	84.65	SRR8960192	0	1653571	1653571	16055	150	150	9.683775606523614
AtH2023_SRR8960197_MAG01	84.12	88.07	1.73	84.12	Neural Network (Specific Model)	11	0.883	41656	304.6174391201885	2628889	0.45	2546	None	75.47	SRR8960197	0	2628889	2628889	41656	173	173	10.637200694842734
AtH2023_SRR8960197_MAG02	94.74	94.74	1.65	98.83	Gradient Boost (General Model)	11	0.912	28693	304.8251366120219	2014527	0.36	2013	None	86.49	SRR8960197	0	2014527	2014527	28693	152	152	10.264408469559651
AtH2023_SRR8960197_MAG03	98.7	98.7	1.95	99.79	Gradient Boost (General Model)	11	0.889	77021	303.4718100890208	1722930	0.53	1685	None	88.95	SRR8960197	0	1722930	1722930	77021	80	80	11.251833390925226
AtH2023_SRR8960197_MAG04	98.37	99.97	2.57	98.37	Neural Network (Specific Model)	11	0.884	21563	293.13986013986016	1845978	0.39	1859	None	85.52000000000001	SRR8960197	0	1845978	1845978	21563	199	199	9.978734161910666
AtH2023_SRR8960197_MAG05	93.99	93.99	1.56	90.82	Gradient Boost (General Model)	11	0.896	13482	287.2717391304348	2031673	0.34	2116	None	86.19	SRR8960197	0	2031673	2031673	13482	232	232	9.509110741413384
AtH2023_SRR8960197_MAG06	86.32	86.32	2.7	84.08	Gradient Boost (General Model)	11	0.897	7529	284.1599409448819	1927937	0.57	2032	None	72.82	SRR8960197	0	1927937	1927937	7529	344	344	8.926517509850122
AtH2023_SRR8960197_MAG07	94.46	96.39	0.82	94.46	Neural Network (Specific Model)	11	0.883	21402	316.8481751824817	2208273	0.59	2055	None	90.36	SRR8960197	0	2208273	2208273	21402	167	167	9.971239654586949
AtH2023_SRR8960197_MAG08	93.3	95.78	0.89	93.3	Neural Network (Specific Model)	11	0.902	14526	287.46492271105825	1605184	0.35	1682	None	88.85	SRR8960197	0	1605184	1605184	14526	190	190	9.583695426166113
AtH2023_SRR8960197_MAG09	64.9	83.14	0.49	64.9	Neural Network (Specific Model)	11	0.907	39681	328.40485436893204	1117094	0.5	1030	None	62.45	SRR8960197	0	1117094	1117094	39681	57	57	10.588627762694156
AtH2023_SRR8960197_MAG10	97.47	97.83	3.18	97.47	Neural Network (Specific Model)	11	0.9	32404	322.0839486980179	2758263	0.43	2573	None	81.57	SRR8960197	0	2758263	2758263	32404	141	141	10.38603715095038
AtH2023_SRR8960200_MAG01	95.44	95.44	0.49	94.77	Gradient Boost (General Model)	11	0.892	54244	326.39458145189303	3155413	0.61	2879	None	92.99	SRR8960200	0	3155413	3155413	54244	153	153	10.901247666207835
AtH2023_SRR8960200_MAG02	82.08	82.08	0.85	84.15	Gradient Boost (General Model)	11	0.899	10276	292.7294887039239	1641462	0.52	1682	None	77.83	SRR8960200	0	1641462	1641462	10276	265	265	9.237566358229774
AtH2023_SRR8960200_MAG03	93.73	98.25	0.53	93.73	Neural Network (Specific Model)	11	0.908	56362	319.5683530678149	2937753	0.34	2787	None	91.08	SRR8960200	0	2937753	2937753	56362	151	151	10.939550451543395
AtH2023_SRR8960200_MAG04	99.58	100.0	0.0	99.58	Neural Network (Specific Model)	11	0.876	30318	289.0563711098062	1681805	0.39	1703	None	99.58	SRR8960200	0	1681805	1681805	30318	97	97	10.319496874519963
AtH2023_SRR8960200_MAG05	97.4	97.44	0.78	97.4	Neural Network (Specific Model)	11	0.893	17863	282.188484519283	1741922	0.38	1841	None	93.5	SRR8960200	0	1741922	1741922	17863	199	199	9.790486813448885
AtH2023_SRR8960200_MAG06	93.92	93.92	2.88	88.14	Gradient Boost (General Model)	11	0.889	28097	293.9295854628052	1743245	0.55	1761	None	79.52000000000001	SRR8960200	0	1743245	1743245	28097	142	142	10.24341808805658
AtH2023_SRR8960200_MAG07	94.68	95.31	0.43	94.68	Neural Network (Specific Model)	11	0.889	33878	314.6975887474883	3163716	0.39	2986	None	92.53	SRR8960200	0	3163716	3163716	33878	212	212	10.430521115146329
AtH2023_SRR8960200_MAG08	91.0	91.0	3.87	85.67	Gradient Boost (General Model)	11	0.886	12796	297.4785894206549	1995901	0.6	1985	None	71.65	SRR8960200	0	1995901	1995901	12796	221	221	9.45688790106941
AtH2023_SRR8960200_MAG09	81.59	81.59	5.23	85.11	Gradient Boost (General Model)	11	0.908	5838	268.4219446922391	1984399	0.36	2242	None	55.44	SRR8960200	0	1984399	1984399	5838	440	440	8.67214355141406
AtH2023_SRR8960200_MAG10	100.0	100.0	3.47	97.24	Gradient Boost (General Model)	11	0.886	15022	280.1023706896552	2633993	0.44	2784	None	82.65	SRR8960200	0	2633993	2633993	15022	339	339	9.617271072245956
AtH2023_SRR8960200_MAG11	97.65	96.74	0.18	97.65	Neural Network (Specific Model)	11	0.916	32887	336.6936720997124	2296916	0.37	2086	None	96.75	SRR8960200	0	2296916	2296916	32887	123	123	10.40083272188824
AtH2023_SRR8960200_MAG12	93.18	93.18	2.15	79.2	Gradient Boost (General Model)	11	0.906	6481	275.19959404600814	1345417	0.54	1478	None	82.43	SRR8960200	0	1345417	1345417	6481	263	263	8.776630098427717
AtH2023_SRR8960200_MAG13	93.33	93.33	0.4	95.37	Gradient Boost (General Model)	11	0.857	18088	312.60024676125846	1771563	0.5	1621	None	91.33	SRR8960200	0	1771563	1771563	18088	156	156	9.803004013957803
AtH2023_SRR8960200_MAG14	84.66	84.66	0.08	95.28	Gradient Boost (General Model)	11	0.885	22920	301.1258309591643	2144895	0.56	2106	None	84.25999999999999	SRR8960200	0	2144895	2144895	22920	150	150	10.039765170828677
AtH2023_SRR8960200_MAG15	86.9	86.9	0.32	79.32	Gradient Boost (General Model)	11	0.907	10009	285.4489489489489	627930	0.45	666	None	85.30000000000001	SRR8960200	0	627930	627930	10009	82	82	9.21123996721902
AtH2023_SRR8960200_MAG16	90.42	90.42	1.0	79.01	Gradient Boost (General Model)	11	0.894	12023	292.4102159031069	1859258	0.52	1899	None	85.42	SRR8960200	0	1859258	1859258	12023	232	232	9.394576760974909
AtH2023_SRR8960200_MAG17	91.18	91.18	0.15	82.89	Gradient Boost (General Model)	11	0.919	11847	303.23339658444024	2082361	0.38	2108	None	90.43	SRR8960200	0	2082361	2082361	11847	269	269	9.37982994995476
AtH2023_SRR8960200_MAG18	98.33	98.33	0.15	97.07	Gradient Boost (General Model)	11	0.882	23344	295.24502558271746	1762968	0.48	1759	None	97.58	SRR8960200	0	1762968	1762968	23344	131	131	10.058095270762568
AtH2023_SRR8960200_MAG19	86.35	95.0	1.4	86.35	Neural Network (Specific Model)	11	0.871	9262	309.7370544720915	1584493	0.6	1487	None	79.35	SRR8960200	0	1584493	1584493	9262	255	255	9.133675287040695
AtH2023_SRR8960200_MAG20	87.85	87.85	0.3	85.08	Gradient Boost (General Model)	11	0.895	13814	300.39281017097767	2292512	0.59	2281	None	86.35	SRR8960200	0	2292512	2292512	13814	243	243	9.533437849648918
AtH2023_SRR8960200_MAG21	88.24	94.01	0.09	88.24	Neural Network (Specific Model)	11	0.896	20676	327.09639344262297	1667107	0.51	1525	None	87.78999999999999	SRR8960200	0	1667107	1667107	20676	119	119	9.93672888631593
AtH2023_SRR8960200_MAG22	96.44	96.44	0.04	99.92	Gradient Boost (General Model)	11	0.88	43395	327.7975517890772	2369788	0.52	2124	None	96.24	SRR8960200	0	2369788	2369788	43395	98	98	10.678099506078343
AtH2023_SRR8960200_MAG23	99.48	99.48	0.09	98.74	Gradient Boost (General Model)	11	0.912	21270	305.45205479452056	1537857	0.55	1533	None	99.03	SRR8960200	0	1537857	1537857	21270	112	112	9.965052908194282
AtH2023_SRR8960200_MAG24	98.61	100.0	0.1	98.61	Neural Network (Specific Model)	11	0.91	36045	344.89032258064515	1054776	0.42	930	None	98.11	SRR8960200	0	1054776	1054776	36045	51	51	10.49252343683868
AtH2023_SRR8960206_MAG01	98.07	98.07	0.72	96.84	Gradient Boost (General Model)	11	0.891	176104	307.66120777891507	1009568	0.38	977	None	94.47	SRR8960206	0	1009568	1009568	176104	51	51	12.078830008593169
AtH2023_SRR8960206_MAG02	94.07	94.07	2.61	88.13	Gradient Boost (General Model)	11	0.91	13463	288.7238014425117	2238445	0.38	2357	None	81.02	SRR8960206	0	2238445	2238445	13463	353	353	9.507700460979237
AtH2023_SRR8960206_MAG03	89.85	89.85	3.0	80.3	Gradient Boost (General Model)	11	0.892	33563	290.74354460093895	1663935	0.57	1704	None	74.85	SRR8960206	0	1663935	1663935	33563	133	133	10.421179548719396
AtH2023_SRR8960206_MAG04	97.06	97.06	0.3	95.5	Gradient Boost (General Model)	11	0.871	21718	292.80443037974686	1590712	0.59	1580	None	95.56	SRR8960206	0	1590712	1590712	21718	114	114	9.985896688776846
AtH2023_SRR8960206_MAG05	99.89	94.73	3.23	99.89	Neural Network (Specific Model)	11	0.891	28679	296.1906526075805	3491999	0.41	3509	None	83.74000000000001	SRR8960206	0	3491999	3491999	28679	211	211	10.263920426602184
AtH2023_SRR8960206_MAG06	99.66	98.56	0.14	99.66	Neural Network (Specific Model)	11	0.907	45755	294.86393345216874	1639638	0.31	1683	None	98.96	SRR8960206	0	1639638	1639638	45755	76	76	10.731056354349478
AtH2023_SRR8960206_MAG07	97.69	97.69	0.75	92.35	Gradient Boost (General Model)	11	0.886	31674	324.32917964693667	2112461	0.49	1926	None	93.94	SRR8960206	0	2112461	2112461	31674	120	120	10.363251434051673
AtH2023_SRR8960206_MAG08	96.69	96.69	0.17	95.98	Gradient Boost (General Model)	11	0.87	18920	291.492762015055	1732636	0.62	1727	None	95.84	SRR8960206	0	1732636	1732636	18920	147	147	9.847974842605868
AtH2023_SRR8960206_MAG09	97.91	97.91	0.31	96.8	Gradient Boost (General Model)	11	0.884	30053	316.094184251158	2081268	0.6	1943	None	96.36	SRR8960206	0	2081268	2081268	30053	107	107	10.31071776859096
AtH2023_SRR8960206_MAG10	85.01	95.57	1.67	85.01	Neural Network (Specific Model)	11	0.893	8178	271.5213918996007	1596827	0.38	1753	None	76.66000000000001	SRR8960206	0	1596827	1596827	8178	257	257	9.009202900924588
AtH2023_SRR8960206_MAG11	94.39	94.39	0.58	80.61	Gradient Boost (General Model)	11	0.915	15758	282.9613710554951	1698953	0.38	1838	None	91.49	SRR8960206	0	1698953	1698953	15758	190	190	9.665103451805631
AtH2023_SRR8960206_MAG12	85.67	93.2	0.09	85.67	Neural Network (Specific Model)	11	0.858	18920	352.22963741460853	2341845	0.54	1903	None	85.22	SRR8960206	0	2341845	2341845	18920	189	189	9.847974842605868
AtH2023_SRR8960206_MAG13	98.04	99.72	0.02	98.04	Neural Network (Specific Model)	11	0.881	20641	299.2286614936954	4195052	0.51	4124	None	97.94	SRR8960206	0	4195052	4195052	20641	369	369	9.935034668034255
AtH2023_SRR8960206_MAG14	94.47	94.47	0.99	82.91	Gradient Boost (General Model)	11	0.893	32664	315.5866503368034	1728648	0.52	1633	None	89.52	SRR8960206	0	1728648	1728648	32664	66	66	10.394028832999412
AtH2023_SRR8960206_MAG15	94.76	94.76	2.59	95.11	Gradient Boost (General Model)	11	0.889	50228	307.4615061001262	2462258	0.58	2377	None	81.81	SRR8960206	0	2462258	2462258	50228	81	81	10.824327919108857
AtH2023_SRR8960206_MAG16	98.11	98.11	0.33	87.46	Gradient Boost (General Model)	11	0.893	31495	308.37399770904926	1806939	0.53	1746	None	96.46	SRR8960206	0	1806939	1806939	31495	86	86	10.357584082056029
AtH2023_SRR8960209_MAG1	66.35	79.07	0.3	66.35	Neural Network (Specific Model)	11	0.85	19705	299.349722103463	2466347	0.41	2339	None	64.85	SRR8960209	0	2466347	2466347	19705	296	296	9.888627689629104
AtH2023_SRR8960209_MAG2	93.59	93.59	1.63	94.43	Gradient Boost (General Model)	11	0.901	18930	299.70426065162906	1986869	0.44	1995	None	85.44	SRR8960209	0	1986869	1986869	18930	185	185	9.848503244203368
AtH2023_SRR8960209_MAG3	91.26	98.35	1.98	91.26	Neural Network (Specific Model)	11	0.874	13562	285.586432160804	1948316	0.47	1990	None	81.36	SRR8960209	0	1948316	1948316	13562	262	262	9.515027043243787
AtH2023_SRR8960209_MAG4	83.2	93.41	0.88	83.2	Neural Network (Specific Model)	11	0.883	6275	260.9428406466513	1531575	0.39	1732	None	78.8	SRR8960209	0	1531575	1531575	6275	316	316	8.744328763999984
AtH2023_SRR8960209_MAG5	86.29	97.5	3.28	86.29	Neural Network (Specific Model)	11	0.874	24061	320.6922083512699	2554054	0.45	2323	None	69.89000000000001	SRR8960209	0	2554054	2554054	24061	169	169	10.088347551424729
AtH2023_SRR8960209_MAG6	90.99	90.99	0.64	80.96	Gradient Boost (General Model)	11	0.933	8230	343.6028257456829	2108796	0.53	1911	None	87.78999999999999	SRR8960209	0	2108796	2108796	8230	336	336	9.015541293671117
AtH2023_SRR8960209_MAG7	89.03	97.37	0.17	89.03	Neural Network (Specific Model)	11	0.907	41487	315.46380558428126	2014702	0.48	1934	None	88.18	SRR8960209	0	2014702	2014702	41487	81	81	10.633135404132767
AtH2023_SRR8960209_MAG8	92.18	92.18	2.38	71.65	Gradient Boost (General Model)	11	0.92	7568	304.3365774533657	1220833	0.55	1233	None	80.28	SRR8960209	0	1220833	1220833	7568	203	203	8.931684110731714
AtH2023_SRR8960209_MAG9	91.97	97.52	0.21	91.97	Neural Network (Specific Model)	11	0.882	36250	315.72915707047446	2327183	0.6	2171	None	90.92	SRR8960209	0	2327183	2327183	36250	107	107	10.49819466028282
AtH2023_SRR8960243_MAG01	96.1	98.13	5.28	96.1	Neural Network (Specific Model)	11	0.896	49738	308.3059134456558	3119382	0.34	3027	None	69.69999999999999	SRR8960243	0	3119382	3119382	49738	238	238	10.814524507461735
AtH2023_SRR8960243_MAG02	92.66	92.66	1.14	93.11	Gradient Boost (General Model)	11	0.891	30790	318.0535331905781	1998054	0.48	1868	None	86.96	SRR8960243	0	1998054	1998054	30790	134	134	10.334945240918548
AtH2023_SRR8960243_MAG03	97.56	97.56	0.14	97.86	Gradient Boost (General Model)	11	0.895	66777	318.2381570408825	1641058	0.51	1541	None	96.86	SRR8960243	0	1641058	1641058	66777	43	43	11.10911398885872
AtH2023_SRR8960243_MAG04	99.57	99.84	2.52	99.57	Neural Network (Specific Model)	11	0.879	55787	317.62728857890147	2482095	0.6	2294	None	86.97	SRR8960243	0	2482095	2482095	55787	69	69	10.92929614631614
AtH2023_SRR8960243_MAG05	73.11	73.11	1.8	64.53	Gradient Boost (General Model)	11	0.898	7697	296.1382015691008	1636293	0.53	1657	None	64.11	SRR8960243	0	1636293	1636293	7697	288	288	8.948585921534317
AtH2023_SRR8960243_MAG06	88.4	88.4	0.56	82.31	Gradient Boost (General Model)	11	0.87	11441	274.2496962332928	1553905	0.47	1646	None	85.60000000000001	SRR8960243	0	1553905	1553905	11441	193	193	9.344958673700944
AtH2023_SRR8960243_MAG07	91.83	91.83	4.46	88.76	Gradient Boost (General Model)	11	0.897	10156	293.6353322528363	1814833	0.63	1851	None	69.53	SRR8960243	0	1814833	1814833	10156	232	232	9.225819942824568
AtH2023_SRR8960243_MAG08	99.71	98.28	0.06	99.71	Neural Network (Specific Model)	11	0.842	51386	357.12916666666666	2135714	0.6	1680	None	99.41	SRR8960243	0	2135714	2135714	51386	75	75	10.84712104080199
AtH2023_SRR8960243_MAG09	82.41	80.08	0.95	82.41	Neural Network (Specific Model)	11	0.899	6625	299.74857142857144	1573127	0.51	1575	None	77.66	SRR8960243	0	1573127	1573127	6625	293	293	8.798605650854423
AtH2023_SRR8960243_MAG10	97.62	97.62	0.68	96.34	Gradient Boost (General Model)	11	0.889	70656	303.7423180592992	1898568	0.58	1855	None	94.22	SRR8960243	0	1898568	1898568	70656	45	45	11.165578310196713
AtH2023_SRR8960243_MAG11	95.0	95.0	1.67	85.73	Gradient Boost (General Model)	11	0.909	64935	302.17523923444975	1663429	0.44	1672	None	86.65	SRR8960243	0	1663429	1663429	64935	50	50	11.08114204854419
AtH2023_SRR8960250_MAG01	94.4	98.93	2.21	94.4	Neural Network (Specific Model)	11	0.882	22577	286.81597222222223	1683970	0.39	1728	None	83.35000000000001	SRR8960250	0	1683970	1683970	22577	150	150	10.024686967937972
AtH2023_SRR8960250_MAG02	96.46	96.46	1.07	99.56	Gradient Boost (General Model)	11	0.916	30345	312.15388798259926	1876878	0.36	1839	None	91.11	SRR8960250	0	1876878	1876878	30345	99	99	10.320387038269956
AtH2023_SRR8960250_MAG03	96.64	98.12	4.73	96.64	Neural Network (Specific Model)	11	0.896	168642	335.0361809045226	2230059	0.46	1990	None	72.99	SRR8960250	0	2230059	2230059	168642	73	73	12.035533403847351
AtH2023_SRR8960250_MAG04	90.27	87.21	1.41	90.27	Neural Network (Specific Model)	11	0.849	11885	320.3774693005873	2116717	0.57	1873	None	83.22	SRR8960250	0	2116717	2116717	11885	255	255	9.383032379794294
AtH2023_SRR8960250_MAG05	90.15	98.53	2.54	90.15	Neural Network (Specific Model)	11	0.9	13724	287.3517835178352	1555118	0.35	1626	None	77.45	SRR8960250	0	1555118	1555118	13724	193	193	9.52690140397834
AtH2023_SRR8960250_MAG06	96.86	96.86	0.66	93.45	Gradient Boost (General Model)	11	0.898	10319	296.27001953125	2024162	0.57	2048	None	93.56	SRR8960250	0	2024162	2024162	10319	259	259	9.241742135115716
AtH2023_SRR8960250_MAG07	91.38	84.51	0.08	91.38	Neural Network (Specific Model)	11	0.885	20824	299.42699243746364	1742770	0.48	1719	None	90.98	SRR8960250	0	1742770	1742770	20824	135	135	9.9438614466744
AtH2023_SRR8960250_MAG08	83.64	89.35	2.26	83.64	Neural Network (Specific Model)	11	0.874	11970	312.3981677237491	1520903	0.6	1419	None	72.34	SRR8960250	0	1520903	1520903	11970	185	185	9.39015879855202
AtH2023_SRR8960250_MAG09	81.63	92.0	3.62	81.63	Neural Network (Specific Model)	11	0.875	6417	310.9861660079051	2154850	0.48	2024	None	63.53	SRR8960250	0	2154850	2154850	6417	419	419	8.766705997750515
AtH2023_SRR8960250_MAG10	89.57	89.57	1.42	84.7	Gradient Boost (General Model)	11	0.903	21641	297.404047452896	1412729	0.53	1433	None	82.47	SRR8960250	0	1412729	1412729	21641	105	105	9.982344942613622
AtH2023_SRR8960250_MAG11	99.6	100.0	0.1	99.6	Neural Network (Specific Model)	11	0.876	41572	286.90425531914894	1658702	0.39	1692	None	99.1	SRR8960250	0	1658702	1658702	41572	58	58	10.635182142708311
AtH2023_SRR8960250_MAG12	90.8	93.09	6.0	90.8	Neural Network (Specific Model)	11	0.888	7574	269.3906394810009	1960103	0.38	2158	None	60.8	SRR8960250	0	1960103	1960103	7574	368	368	8.93247660846174
AtH2023_SRR8960250_MAG13	95.84	95.84	2.97	96.54	Gradient Boost (General Model)	11	0.899	19978	304.6290816326531	1987254	0.44	1960	None	80.99000000000001	SRR8960250	0	1987254	1987254	19978	151	151	9.902386947092095
AtH2023_SRR8960250_MAG14	90.48	96.6	0.3	90.48	Neural Network (Specific Model)	11	0.896	24682	326.8269230769231	1703928	0.51	1560	None	88.98	SRR8960250	0	1703928	1703928	24682	97	97	10.11382951201313
AtH2023_SRR8960250_MAG15	89.48	89.48	1.04	85.67	Gradient Boost (General Model)	11	0.893	17541	293.23069403714567	2011997	0.34	2046	None	84.28	SRR8960250	0	2011997	2011997	17541	170	170	9.77229627684378
AtH2023_SRR8960250_MAG16	97.28	97.28	0.25	95.69	Gradient Boost (General Model)	11	0.915	139183	332.41500962155226	1697147	0.41	1559	None	96.03	SRR8960250	0	1697147	1697147	139183	16	16	11.843544892987634
AtH2023_SRR8960257_MAG01	99.99	99.3	3.93	99.99	Neural Network (Specific Model)	11	0.89	26839	309.62105263157895	2474697	0.6	2375	None	80.33999999999999	SRR8960257	0	2474697	2474697	26839	204	204	10.197611332567384
AtH2023_SRR8960257_MAG02	77.14	82.38	1.1	77.14	Neural Network (Specific Model)	11	0.899	14985	326.4628787878788	1435665	0.51	1320	None	71.64	SRR8960257	0	1435665	1435665	14985	148	148	9.614804979750764
AtH2023_SRR8960257_MAG03	91.94	96.47	1.47	91.94	Neural Network (Specific Model)	11	0.914	53803	297.3269130661114	1868747	0.38	1921	None	84.59	SRR8960257	0	1868747	1868747	53803	52	52	10.893084506677011
AtH2023_SRR8960257_MAG04	98.72	98.72	0.34	99.54	Gradient Boost (General Model)	11	0.895	65510	311.6435464414958	1729833	0.53	1658	None	97.02	SRR8960257	0	1729833	1729833	65510	67	67	11.08995808172592
AtH2023_SRR8960257_MAG05	94.63	94.63	2.19	93.99	Gradient Boost (General Model)	11	0.913	65414	319.05187835420395	2338085	0.51	2236	None	83.67999999999999	SRR8960257	0	2338085	2338085	65414	103	103	11.088491581814448
AtH2023_SRR8960257_MAG06	87.07	96.41	0.4	87.07	Neural Network (Specific Model)	11	0.886	18009	318.2478474784748	1749769	0.66	1626	None	85.07	SRR8960257	0	1749769	1749769	18009	148	148	9.798626911919952
AtH2023_SRR8960257_MAG07	93.72	93.72	3.54	87.79	Gradient Boost (General Model)	11	0.892	9465	295.31354166666665	1903601	0.59	1920	None	76.02	SRR8960257	0	1903601	1903601	9465	284	284	9.155356063643422
AtH2023_SRR8960257_MAG08	87.16	92.46	0.58	87.16	Neural Network (Specific Model)	11	0.886	41868	313.9793423271501	2518531	0.44	2372	None	84.25999999999999	SRR8960257	0	2518531	2518531	41868	90	90	10.642277090974774
AtH2023_SRR8960257_MAG09	89.4	89.4	0.11	86.56	Gradient Boost (General Model)	11	0.861	19646	340.10933940774487	2079622	0.55	1756	None	88.85000000000001	SRR8960257	0	2079622	2079622	19646	154	154	9.885629034234816
AtH2023_SRR8960257_MAG10	92.12	92.12	0.17	89.82	Gradient Boost (General Model)	11	0.916	32280	314.53125	1841845	0.36	1792	None	91.27	SRR8960257	0	1841845	1841845	32280	98	98	10.382203122383885
AtH2023_SRR8960257_MAG11	92.02	92.02	1.5	86.53	Gradient Boost (General Model)	11	0.879	12667	296.13221406086046	1924206	0.61	1906	None	84.52	SRR8960257	0	1924206	1924206	12667	198	198	9.446755465483632
AtH2023_SRR8960257_MAG12	66.9	68.79	1.63	66.9	Neural Network (Specific Model)	11	0.884	12351	309.1038485033598	1714081	0.48	1637	None	58.75000000000001	SRR8960257	0	1714081	1714081	12351	211	211	9.421492310438014
